Date,Close,High,Low,Open,Volume,Close_5d_ahead,target,rsi,macd,macd_signal,macd_diff,sma_20,ema_20,bb_high,bb_low,bb_width,atr,stoch_k,stoch_d,Close_lag1,Close_lag2,Close_lag3
2014-10-20,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000,347.27099609375,0,48.7569871420041,-3.1128015055059564,-7.666231336523544,4.553429831017588,368.52105102539065,382.02766088376745,415.45102721087727,321.591074839904,93.85995237097325,20.819126251301668,68.36849264929745,77.17416303721154,389.5459899902344,391.4419860839844,383.7579956054688
2014-10-21,386.4750061035156,392.64599609375,380.8340148925781,382.4209899902344,14188900,354.7040100097656,0,50.39368473158132,-2.5146158028464924,-6.635908229788134,4.1212924269416416,368.66405181884767,382.4512175713625,415.79413104945354,321.5339725882418,94.26015846121174,20.17575874772097,70.15384093161117,72.74169597695855,382.8450012207031,389.5459899902344,391.4419860839844
2014-10-22,383.1579895019531,388.5759887695313,382.2489929199219,386.1180114746094,11641300,352.989013671875,0,48.85802562773556,-2.281900513390724,-5.765106686508652,3.483206173117928,369.06835174560547,382.51852918379967,416.5488008130655,321.58790267814544,94.96089813492006,19.186561397855858,55.41389036153309,64.6454079808139,386.4750061035156,382.8450012207031,389.5459899902344
2014-10-23,358.4169921875,385.0480041503906,356.4469909667969,382.9620056152344,26456900,357.6180114746094,0,39.25038294804775,-4.0472099668116925,-5.42152734256926,1.3743173757575677,369.0136016845703,380.2231447079616,416.5405051027773,321.4866982663633,95.05380683641397,19.85902223969428,9.285742491536027,44.95115792822676,383.1579895019531,386.4750061035156,382.8450012207031
2014-10-24,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700,335.59100341796875,0,39.22621149366331,-5.389907992150256,-5.41520347248546,0.025295480335203457,370.4875518798828,378.13951199488935,414.6521781281616,326.322925631604,88.32925249655761,19.22909269006768,8.631185384091957,24.443606079053694,358.4169921875,383.1579895019531,386.4750061035156
2014-10-25,347.27099609375,359.8609924316406,342.87701416015625,358.6109924316406,18127500,345.30499267578125,0,35.5949413147835,-7.263852347005582,-5.784933247389485,-1.478919099616097,371.8256011962891,375.199653337638,411.2159992282366,332.43520316434154,78.78079606389508,19.06872737445459,6.384654338604584,8.10052740474419,358.3450012207031,358.4169921875,383.1579895019531
2014-10-26,354.7040100097656,359.22100830078125,343.9309997558594,347.48699951171875,11272500,338.3210144042969,0,39.63434296463275,-8.056316445435016,-6.239209886998591,-1.817106558436425,373.0568511962891,373.24768730641205,408.49149177126884,337.6222106213093,70.86928114995953,18.798818886630823,17.185159498848403,10.73366640718165,347.27099609375,358.3450012207031,358.4169921875
2014-10-27,352.989013671875,358.6319885253906,349.8089904785156,354.7770080566406,13033000,325.7489929199219,0,39.02615784587375,-8.722191826481492,-6.735806274895172,-1.98638555158632,373.89695129394534,371.3182898174085,406.4769649210608,341.31693766682986,65.16002725423095,18.086260255219692,14.693192309431934,12.754335382294974,354.7040100097656,347.27099609375,358.3450012207031
2014-10-28,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880,325.8919982910156,0,41.62969942064246,-8.775226082906784,-7.143690236497495,-1.6315358464092888,374.13085174560547,370.0135014038086,406.16833737641934,342.0933661147916,64.07497126162775,17.31617189365824,24.83741091537346,18.905254241217932,352.989013671875,354.7040100097656,347.27099609375
2014-10-29,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700,327.5539855957031,0,34.1559216097251,-10.473914805901813,-7.8097351503783585,-2.664179655523455,372.65910186767576,366.7351682623001,408.6899305432697,336.6282731920818,72.06165735118793,17.68573252639359,0.3907983741018057,13.307133866302399,357.6180114746094,352.989013671875,354.7040100097656
2014-10-30,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900,330.49200439453125,0,39.328953821257976,-10.910530305563611,-8.42989418141541,-2.4806361241482016,371.8462509155273,364.6941991588221,409.53707319828084,334.1554286327738,75.38164456550703,17.5539661615061,17.03059274782137,14.086267345765544,335.59100341796875,357.6180114746094,352.989013671875
2014-10-31,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400,339.4859924316406,1,37.07375429927973,-11.68539792033937,-9.080994929200202,-2.6044029911391675,370.64735107421876,362.1824672774387,410.91404923210285,330.38065291633467,80.53339631576819,17.078898231164146,5.4072887473094084,7.609559956410862,345.30499267578125,335.59100341796875,357.6180114746094
2014-11-01,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200,349.2900085449219,1,33.36482660096782,-13.16221730479657,-9.897239404319476,-3.264977900477094,368.0073501586914,358.7126125767228,412.55186528174033,323.46283503564246,89.08903024609788,17.249976859183672,6.44037109815795,9.626084197762909,338.3210144042969,345.30499267578125,335.59100341796875
2014-11-02,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620,342.4150085449219,1,33.446388127903035,-14.157864914813445,-10.74936450641827,-3.4085004083951738,364.78125,355.58683978760786,411.6524768523924,317.9100231476076,93.7424537047848,16.619548563019883,7.3118467290210685,6.386502191496142,325.7489929199219,338.3210144042969,345.30499267578125
2014-11-03,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500,345.4880065917969,1,34.45056634294748,-14.644007332375054,-11.528293071609628,-3.115714260765426,361.1154495239258,352.9170441502836,407.58967756814087,314.64122147971074,92.94845608843013,16.041082709327615,9.619521761256907,7.790579862811975,325.8919982910156,325.7489929199219,338.3210144042969
2014-11-04,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500,363.2640075683594,1,36.28085937865686,-14.623632999419954,-12.147361057171693,-2.4762719422482604,357.90139923095705,350.78132607830713,403.5032215040079,312.2995769579062,91.20364454610171,15.373148404476089,14.51949959242516,10.483622694234379,327.5539855957031,325.8919982910156,325.7489929199219
2014-11-05,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200,366.9240112304688,1,41.65192699555711,-13.723549983467308,-12.462598842430818,-1.2609511410364895,355.7478988647461,349.70558001671986,400.5500362626671,310.9457614668251,89.604274795842,15.194850921483377,29.275691858757543,17.804904404146537,330.49200439453125,327.5539855957031,325.8919982910156
2014-11-06,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000,367.6950073242188,1,46.90574071704674,-12.079876249869756,-12.386054323918607,0.30617807404885156,354.0244995117188,349.66600178131057,396.99866453785717,311.0503344855804,85.94833005227679,15.148218154770278,65.5641833218855,36.45312492435607,339.4859924316406,330.49200439453125,327.5539855957031
2014-11-07,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200,423.5610046386719,1,43.919280466584894,-11.202868324687984,-12.149417124072482,0.9465487993844981,351.5731506347656,348.9754309968926,391.192398611628,311.95390265790326,79.23849595372474,14.848773547454098,55.36104608651893,50.06697375572065,349.2900085449219,339.4859924316406,330.49200439453125
2014-11-08,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470,420.7349853515625,1,45.586942848384005,-10.142946392960823,-11.748122977850151,1.6051765848893282,349.37025146484376,348.64329533926445,384.99737934658907,313.74312358309845,71.25425576349062,14.13657695408126,63.16885622280824,61.36469521040422,342.4150085449219,349.2900085449219,339.4859924316406
2014-11-09,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600,397.8179931640625,1,54.09137474496063,-7.778905526463461,-10.954279487572816,3.1753739611093543,348.3912017822266,350.03574412298775,381.25384935462125,315.5285542098319,65.72529514478936,14.510464471451572,99.15814067042152,72.56268099324956,345.4880065917969,342.4150085449219,349.2900085449219
2014-11-10,366.9240112304688,374.8160095214844,357.5610046386719,362.2650146484375,30450100,376.1329956054688,1,55.62907881430299,-5.5461221562877085,-9.872648021315793,4.326525865028085,347.41365203857424,351.64415051417643,376.6497421731097,318.1775619040388,58.47218026907092,14.706503072263066,85.43643119494429,82.58780936272468,363.2640075683594,345.4880065917969,342.4150085449219
2014-11-11,367.6950073242188,371.30999755859375,363.7349853515625,365.8569946289063,15838900,387.8819885253906,1,55.963693274575306,-3.6720828228162645,-8.632534981615889,4.960452158799624,346.64050292968756,353.1728035437043,372.6999171687245,320.58108869065063,52.11882847807385,14.197110867603651,86.85919565151292,90.48458917229293,366.9240112304688,363.2640075683594,345.4880065917969
2014-11-12,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200,387.4079895019531,0,72.27758042480961,2.2945755042510427,-6.447112884442503,8.741688388693547,349.8977035522461,359.876441743225,392.23292793672096,307.5624791677713,84.67044876894965,17.613244358226826,94.35615484935069,88.88392723193597,367.6950073242188,366.9240112304688,363.2640075683594
2014-11-13,420.7349853515625,457.0929870605469,401.12298583984375,427.2730102539063,58945000,375.197998046875,0,70.84774889362464,6.717721367178228,-3.8141460341183566,10.531867401296585,353.0172027587891,365.6724935154476,405.3876033057449,300.6468022118333,104.74080109391161,20.353012705546558,73.3576563985017,84.85766896645511,423.5610046386719,367.6950073242188,366.9240112304688
2014-11-14,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200,380.5549926757813,0,60.41101571203106,8.27845767938976,-1.3956252914167335,9.674082970806493,355.54455261230476,368.7339696724586,411.3292032816448,299.7599019429647,111.56930133868013,21.46679636134457,56.564588807513836,74.75946668512208,420.7349853515625,423.5610046386719,367.6950073242188
2014-11-15,376.1329956054688,405.5280151367188,371.0079956054688,399.6499938964844,15727500,357.8399963378906,0,52.52605153083959,7.677058031241586,0.4189113731149303,7.258146658126655,356.6160018920899,369.43863880893576,413.1135304280083,300.11847335617153,112.99505707183675,22.399169444909244,40.67429977078329,56.86551499226627,397.8179931640625,420.7349853515625,423.5610046386719
2014-11-16,387.8819885253906,390.7990112304688,374.60198974609375,374.7300109863281,11905600,350.8479919433594,0,55.88566469853428,8.055629730364387,1.946255044564822,6.109374685799565,358.36065063476565,371.195148305741,416.4354034026118,300.28589786691947,116.14950553569236,21.95615887629966,47.57377655516771,48.27088837782161,376.1329956054688,397.8179931640625,420.7349853515625
2014-11-17,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800,352.9200134277344,0,55.71436264249456,8.222617552817553,3.2015275462153685,5.021090006602185,359.85014953613285,372.73922841966595,419.2844978341193,300.4158012381464,118.86869659597289,22.723361168478032,47.214729882798956,45.15426873624998,387.8819885253906,376.1329956054688,397.8179931640625
2014-11-18,375.197998046875,392.4020080566406,371.1170043945313,387.7850036621094,32222500,367.572998046875,0,51.348106731863524,7.285727012137045,4.018367439399704,3.267359572737341,361.83049926757815,372.97339695559066,420.5345423487516,303.1264561864047,117.40808616234688,22.620621346594554,35.214772239499666,43.334426225822114,387.4079895019531,387.8819885253906,376.1329956054688
2014-11-19,380.5549926757813,386.4809875488281,373.89599609375,373.89599609375,18931800,376.9010009765625,0,53.085274388222814,6.896006336563573,4.593895218832477,2.302111117731096,363.5929992675782,373.69545369084693,422.3232462118226,304.8627523233338,117.46049388848883,21.903790640057668,35.50294518901033,39.31081577043632,375.197998046875,387.4079895019531,387.8819885253906
2014-11-20,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200,375.3479919433594,1,45.643196890086664,4.700060158244753,4.615128206714933,0.08493195152982036,364.56894836425784,372.1854101334225,422.2258366286318,306.9120600998839,115.3137765287479,22.142376168418505,13.930294145590013,28.216003858033336,380.5549926757813,375.197998046875,387.4079895019531
2014-11-21,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100,368.3699951171875,1,43.61625097880087,2.3682608342631397,4.165754732224574,-1.7974938979614343,365.82389831542974,370.1532750677022,421.08936952206574,310.55842710879375,110.53094241327199,21.54413489146116,7.564012732849909,18.99908402248342,357.8399963378906,380.5549926757813,375.197998046875
2014-11-22,352.9200134277344,364.8410034179688,350.87799072265625,351.60400390625,15273000,369.6700134277344,1,44.404177125077666,0.6796532676834204,3.4685344393163433,-2.788881171632923,367.17529907226566,368.51201205437195,419.7239231531702,314.62667499136114,105.09724816180903,21.004768933114608,7.7960142738254765,9.763440384088467,350.8479919433594,357.8399963378906,380.5549926757813
2014-11-23,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600,376.4469909667969,1,49.75188705704054,0.5178238530275507,2.878392322058585,-2.3605684690310342,369.17624969482426,368.4225821488961,418.48552484457497,319.86697454507356,98.61855029950141,20.78478456596133,20.76543942848515,12.04182214505351,352.9200134277344,350.8479919433594,357.8399963378906
2014-11-24,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100,375.4909973144531,0,52.86044133868959,1.1292474928816318,2.528563356223194,-1.3993158633415623,371.4966995239258,369.2300506086738,417.56737192772954,325.4260271201221,92.14134480760742,20.767300564458512,29.0216984080379,19.19438403678284,367.572998046875,352.9200134277344,350.8479919433594
2014-11-25,375.3479919433594,394.7009887695313,374.7839965820313,376.885986328125,25442200,378.0469970703125,1,52.28054707365122,1.4715274303707133,2.317156171052698,-0.8456287406819847,373.2897994995118,369.81271168816767,416.9667435615589,329.61285543746465,87.35388812409428,20.706564251818616,27.647122856083243,25.811420230868762,376.9010009765625,367.572998046875,352.9200134277344
2014-11-26,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700,379.2449951171875,1,49.64520609042498,1.1662766097302324,2.0869802587882047,-0.9207036490579723,374.243798828125,369.67531010997914,416.59563332891713,331.8919643273329,84.70366900158422,20.076237414216617,21.470865259506542,26.04656217454256,375.3479919433594,376.9010009765625,367.572998046875
2014-11-27,369.6700134277344,373.9920043945313,368.2820129394531,370.50201416015625,8748030,381.3150024414063,1,50.14936882221637,1.0175342467110227,1.8730910563727683,-0.8555568096617456,375.6065490722657,369.67480566405106,415.4539963816003,335.7591017629311,79.6948946186692,19.05007698856387,34.01385271961361,27.71061361173447,368.3699951171875,375.3479919433594,376.9010009765625
2014-11-28,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500,375.010009765625,0,52.80227702973083,1.4300159682968,1.7844760387575749,-0.35446007046077477,377.15449829101567,370.31977569288404,414.5302981917661,339.7786983902652,74.7515998015009,19.431001926741228,48.927911249808936,34.80420974297636,369.6700134277344,368.3699951171875,375.3479919433594
2014-11-29,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600,369.60400390625,0,52.37881848041561,1.660627328118153,1.7597062966296906,-0.09907896851153764,377.76584777832034,370.8122729901763,414.60902524762923,340.92267030901144,73.6863549386178,19.14707494411127,47.48134298204742,43.474368983823325,376.4469909667969,369.6700134277344,368.3699951171875
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440,376.85400390625,0,53.4536354228062,2.0262786323986575,1.8130207637834839,0.2132578686151736,378.3219970703125,371.50129433114165,414.828013600932,341.81598053969293,73.0120330612391,18.437856560826535,51.348971318456975,49.25274185010445,375.4909973144531,376.4469909667969,369.6700134277344
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000,374.7850036621094,0,53.97793609407678,2.3852328758745216,1.9274631862016913,0.45776968967283027,378.8994964599609,372.2387896440984,415.0787588020801,342.72023411784176,72.35852468423832,17.62036544626973,69.44790975447901,56.09274135166114,378.0469970703125,375.4909973144531,376.4469909667969
2014-12-02,381.3150024414063,384.0379943847656,377.8630065917969,379.25,12364100,375.0950012207031,0,54.92276329482366,2.8044114813744727,2.1028528452362476,0.7015586361382251,376.78719635009764,373.1031908628897,406.6758003300971,346.8985923700982,59.77720795999892,16.802838471033944,73.53972371357908,64.77886826217168,379.2449951171875,378.0469970703125,375.4909973144531
2014-12-03,375.010009765625,383.0260009765625,374.3460083007813,381.7219848632813,13340100,361.9089965820313,0,51.45752894121716,2.5979062838392224,2.2018635329568426,0.39604275088237983,374.5009475708008,373.28479266315014,396.563834071838,352.4380610697636,44.125773002074425,16.22263519994446,61.07655184894727,68.02139510566845,381.3150024414063,379.2449951171875,378.0469970703125
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600,352.218994140625,0,48.62474052641161,1.9752603621297453,2.156542898791423,-0.1812825366616777,373.09024810791016,372.9342413529692,392.45180169408604,353.72869452173427,38.723107172351774,15.842160978073426,50.39042046208596,61.668898674870775,375.010009765625,381.3150024414063,379.2449951171875
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800,346.364990234375,0,52.40863930689069,2.0432698495410477,2.133888288941348,-0.09061843940030023,373.12629852294924,373.30755207232926,392.5130483231553,353.73954872274317,38.77349960041215,15.670290488289165,59.27484275678408,56.9139383559391,369.60400390625,375.010009765625,381.3150024414063
2014-12-06,374.7850036621094,378.447998046875,370.9450073242188,376.7569885253906,7009320,350.5060119628906,0,51.24859477179165,1.9082200569598626,2.0887546425450507,-0.1805345855851881,372.47144927978513,373.4482617475464,390.6685628077271,354.2743357518432,36.3942270558839,15.086911933601096,52.03972297100654,53.9016620632922,376.85400390625,369.60400390625,375.010009765625
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650,352.5419921875,0,51.42209218328383,1.805394867367113,2.0320826875094635,-0.22668782014235056,371.85579986572264,373.6050940783232,388.7784297482296,354.9331699832157,33.84525976501391,14.224775244844992,45.9085516738527,52.407705800547774,374.7850036621094,376.85400390625,369.60400390625
2014-12-08,361.9089965820313,376.0289916992188,361.885986328125,374.9649963378906,18898700,347.3760070800781,0,44.21421448630767,0.6523845069959862,1.7561430514067682,-1.103758544410782,371.1913497924805,372.4911800310573,388.57419040952186,353.8085091754391,34.76568123408276,14.218934539577049,9.529354412570898,35.82587635247671,375.0950012207031,374.7850036621094,376.85400390625
2014-12-09,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500,351.6319885253906,0,39.79924372638464,-1.0313974174753753,1.1986349576303397,-2.230032375105715,369.77454986572263,370.56049566053997,388.44507085402194,351.10402887742333,37.3410419765986,14.49729616635391,17.04103449164112,24.159646859354904,361.9089965820313,375.0950012207031,374.7850036621094
2014-12-10,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700,345.3450012207031,0,37.371408601737265,-2.8058320298249555,0.39774156013928064,-3.203573589964236,369.2007995605469,368.256161810429,389.89829649058066,348.50330263051313,41.39499386006753,13.891704472412338,3.315359098311624,9.961916000841214,352.218994140625,361.9089965820313,375.0950012207031
2014-12-11,350.5060119628906,361.3569946289063,338.76300048828125,344.3399963378906,32431300,327.06201171875,0,40.15258755095949,-3.833745368509881,-0.4485558255905517,-3.385189542919329,369.18370056152344,366.56567134875866,389.9422919598646,348.4251091631823,41.51718279668228,14.51329659157039,24.044818424269085,14.800404004740608,346.364990234375,352.218994140625,361.9089965820313
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800,319.7760009765625,0,41.52744938925044,-4.432986794080421,-1.2454420192885256,-3.187544774791895,369.16479949951173,365.2300828572102,389.9831922214957,348.34640677752776,41.63678544396794,13.74034802085554,28.213661733498967,18.524613085359892,350.5060119628906,346.364990234375,352.218994140625
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900,311.39599609375,0,39.074591412804615,-5.264060947537303,-2.049165804938281,-3.2148951425990218,368.1549499511719,363.52969468795953,391.0409679475849,345.2689319547589,45.77203599282598,13.184178840236395,19.02376091201567,23.760747023261242,352.5419921875,350.5060119628906,346.364990234375
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.7269897460937,12415200,317.8429870605469,0,42.10837199536853,-5.515689631132034,-2.7424705701770318,-2.773219060955002,366.8914993286133,362.39657981533395,390.4857265670162,343.2972720902104,47.18845447680576,12.806595369784242,28.424052505744584,25.220491717086407,347.3760070800781,352.5419921875,350.5060119628906
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200,329.9559936523437,0,39.017554885205506,-6.151503802058755,-3.4242772165533766,-2.7272265855053788,365.39134979248047,360.77261994917865,390.4160101723646,340.3666894125963,50.04932075976831,12.383339412148985,14.537827983965714,20.66188046724199,351.6319885253906,347.3760070800781,352.5419921875
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900,320.8429870605469,0,31.72478030163998,-8.038018297361646,-4.34702543271503,-3.6909928646466152,363.3259506225586,357.562085831995,393.34633199995085,333.30556924516634,60.04076275478451,12.841457816303521,0.0,14.320626829903432,345.3450012207031,351.6319885253906,347.3760070800781
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900,331.885986328125,1,29.368927718764937,-10.005675601635346,-5.478755466499093,-4.526920135136253,360.83125,353.96341108385855,396.1526227014943,325.5098772985057,70.64274540298857,13.267210968933627,7.220478617196785,7.252768867054166,327.06201171875,345.3450012207031,351.6319885253906
